Nome da instituicao;Sigla da instituicao;Nome da base de dados;Sigla da base de dados;Responsavel pelo registro;Numero do registro no portal;Numero do registro na base de dados;Data do registro;Data do evento;Data de Carencia;Nome cientifico;Nome comum;Nome cientifico na base de dados;Nivel taxonomico;Numero de individuos;Reino;Filo;Classe;Ordem;Familia;Genero;Especie;Estado de conservacao;Categoria de Ameaca;Localidade;Pais;Estado/Provincia;Municipio;Status de Sensibilidade;Latitude;Longitude;Outras informacoes da localidade;Jurisdicao;Destino do Material
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;João Valsecchi Do Amaral;1032621;Nº Da Autorização/Licença Sisbio: 29092, Projeto: Sistema De Monitoramento De Fauna Do Idsm;02/11/2014;03/11/2014 a 03/11/2014;19/08/2016;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Reserva De Desenvolvimento Sustentável Mamirauá;Brasil;AM;Uarini;Espécie não Sensível;-3.1175;-64.791942;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;João Valsecchi Do Amaral;1032622;Nº Da Autorização/Licença Sisbio: 29092, Projeto: Sistema De Monitoramento De Fauna Do Idsm;15/12/2014;16/12/2014 a 16/12/2014;19/08/2016;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Reserva De Desenvolvimento Sustentável Mamirauá;Brasil;AM;Uarini;Espécie não Sensível;-3.1175;-64.791942;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;João Valsecchi Do Amaral;1032623;Nº Da Autorização/Licença Sisbio: 29092, Projeto: Sistema De Monitoramento De Fauna Do Idsm;14/05/2014;15/05/2014 a 15/05/2014;19/08/2016;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Reserva De Desenvolvimento Sustentável Mamirauá;Brasil;AM;Uarini;Espécie não Sensível;-3.1175;-64.791942;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;João Valsecchi Do Amaral;1032624;Nº Da Autorização/Licença Sisbio: 29092, Projeto: Sistema De Monitoramento De Fauna Do Idsm;21/12/2014;22/12/2014 a 22/12/2014;19/08/2016;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Reserva De Desenvolvimento Sustentável Mamirauá;Brasil;AM;Uarini;Espécie não Sensível;-2.797778;-65.1325;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;João Valsecchi Do Amaral;1032625;Nº Da Autorização/Licença Sisbio: 29092, Projeto: Sistema De Monitoramento De Fauna Do Idsm;21/12/2014;22/12/2014 a 22/12/2014;19/08/2016;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Reserva De Desenvolvimento Sustentável Mamirauá;Brasil;AM;Uarini;Espécie não Sensível;-2.797778;-65.1325;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;João Valsecchi Do Amaral;1032634;Nº Da Autorização/Licença Sisbio: 29092, Projeto: Sistema De Monitoramento De Fauna Do Idsm;05/10/2014;06/10/2014 a 06/10/2014;19/08/2016;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Reserva De Desenvolvimento Sustentável Amanã;Brasil;AM;Maraa;Espécie não Sensível;-2.978333;-64.386389;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;João Valsecchi Do Amaral;1032644;Nº Da Autorização/Licença Sisbio: 29092, Projeto: Sistema De Monitoramento De Fauna Do Idsm;26/04/2015;27/04/2015 a 27/04/2015;19/08/2016;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Reserva De Desenvolvimento Sustentável Amanã;Brasil;AM;Maraa;Espécie não Sensível;-2.476944;-64.708333;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Karl-L. Schuchmann;1071963;Nº Da Autorização/Licença Sisbio: 39095, Projeto: Monitoramento De Bioindicadores E Pássaros Migratórios No Pantanal. Acústica Aplicada - Uma Ferramenta Para Avaliação Da  Biodiversidade.;30/06/2014;01/07/2014 a 30/08/2014;10/07/2018;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Sesc Pantanal - Baía Das Pedras;Brasil;MT;Pocone;Espécie não Sensível;-16.316667;-56.4;Coordenada de referência da área amostrada;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Karl-L. Schuchmann;1072014;Nº Da Autorização/Licença Sisbio: 39095, Projeto: Monitoramento De Bioindicadores E Pássaros Migratórios No Pantanal. Acústica Aplicada - Uma Ferramenta Para Avaliação Da  Biodiversidade.;30/11/2016;01/12/2016 a 28/02/2017;10/07/2018;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Sesc Pantanal - Baía Das Pedras;Brasil;MT;Pocone;Espécie não Sensível;-16.316667;-56.4;Coordenada de referência da área amostrada;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;André Luis Ravetta;1048362;Nº Da Autorização/Licença Sisbio: 16296, Projeto: Estudo De Mastofauna, Para Fins De Avaliação Ecológica Rápida - Aer Na Floresta Nacional Do Trairão - Pa;07/09/2009;08/09/2009 a 08/09/2009;17/05/2017;Panthera onca;Onça-pintada;Panthera onca;species;2;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Floresta Nacional Do Trairão;Brasil;PA;Sem Informações;Espécie não Sensível;-4.611667;-55.477222;Coordenada de referência da área amostrada;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Eduardo Martins Venticinque;124766;Nº Da Autorização/Licença Sisbio: 22353, Projeto: Efeitos Crípticos Da Re-Pavimentação Da Br 319: Construindo O Marco Zero Sobre A Mastofauna Da Região;13/07/2010;14/07/2010 a 14/09/2010;20/07/2018;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Parque Nacional Nascentes Do Lago Jarí;Brasil;AM;Sem Informações;Espécie não Sensível;-5.5;-62.5;Coordenada de referência da área amostrada;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marta Svartman;128381;Nº Da Autorização/Licença Sisbio: 26584, Projeto: Estudo Genético E Cariotípico De Felinos Brasileiros;18/09/2011;19/09/2011 a 19/09/2011;19/07/2017;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Cetas;Brasil;MG;Belo Horizonte;Espécie não Sensível;-19.928647;-43.937481;Coordenada aproximada;Sem Informações;Destinado a laboratório
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Peter Gransden Crawshaw Junior;118646;Nº Da Autorização/Licença Sisbio: 21447, Projeto: Ecologia E Conservação Da Onça-Pintada No Pantanal Matogrossense;31/08/2010;01/09/2010 a 01/11/2010;09/08/2014;Panthera onca;Onça-pintada;Panthera onca;species;4;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Fazenda São Bento;Brasil;MS;Corumba;Espécie não Sensível;-17.329825;-56.709944;Coordenada aproximada;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Peter Gransden Crawshaw Junior;118647;Nº Da Autorização/Licença Sisbio: 21447, Projeto: Ecologia E Conservação Da Onça-Pintada No Pantanal Matogrossense;31/08/2011;01/09/2011 a 01/11/2011;09/08/2014;Panthera onca;Onça-pintada;Panthera onca;species;3;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Fazenda São Bento;Brasil;MS;Corumba;Espécie não Sensível;-17.329825;-56.709944;Coordenada aproximada;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Simone Iwanaga;118029;Nº Da Autorização/Licença Sisbio: 15194, Projeto: Monitoramento De Populações De Mamíferos De Médio E Grande Porte Na Região Do Seringalzinho, Parque Nacional Do Jaú;29/06/2007;30/06/2007 a 30/06/2007;08/08/2012;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Parque Nacional Do Jaú;Brasil;AM;Sem Informações;Espécie não Sensível;-1.81;-61.623889;Coordenada de referência da área amostrada;Sem Informações;Sem Informações
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;João Bosco Gonçalves De Barros;108888;Nº Da Autorização/Licença Sisbio: 12593, Projeto: Ecologia E Conservação Da Onça Parda [Puma Concolor (Linnaeus), 1771] No Parque Estadual Do Rio Doce;11/01/2009;12/01/2009 a 26/01/2009;17/07/2013;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Parque Estadual Do Rio Doce - Perd;Brasil;MG;Marlieria;Espécie não Sensível;-19.797494;-42.552217;Coordenada aproximada;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;João Bosco Gonçalves De Barros;108901;Nº Da Autorização/Licença Sisbio: 12593, Projeto: Ecologia E Conservação Da Onça Parda [Puma Concolor (Linnaeus), 1771] No Parque Estadual Do Rio Doce;09/02/2009;10/02/2009 a 24/02/2009;17/07/2013;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Parque Estadual Do Rio Doce - Perd;Brasil;MG;Marlieria;Espécie não Sensível;-19.801508;-42.552817;Coordenada aproximada;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Edislane Barreiros De Souza;149871;Nº Da Autorização/Licença Sisbio: 25568, Projeto: Estudo Da Mutação No Gene Da Lipoproteína Lipase (Lpl) Em Puma Concolor,Panthera Onca E Felis Catus;23/02/2012;24/02/2012 a 19/03/2012;13/08/2013;Panthera onca;Onça-pintada;Panthera onca;species;2;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Fundação Zoológico De São Paulo;Brasil;SP;Sao Paulo;Espécie não Sensível;-23.5475;-46.625833;Coordenada aproximada;Sem Informações;Destinado a laboratório
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Leandro Silveira;23886;Nº Da Autorização/Licença Sisbio: 13781, Projeto: Programa De Monitoramento De Longa Duração Da População De Onças-Pintadas E Suas Presas Naturais No Parque Nacional Da Serra Da Capivara, Parque Nacional Serra Das Confusões, Parque Nacional Das Nascentes;09/07/2008;10/07/2008 a 30/09/2008;04/03/2019;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Parque Nacional Das Nascentes Do Rio Parnaiba;Brasil;PI;Barreiras Do Piaui;Espécie não Sensível;-10.036389;-45.691389;Sem Informações;Sem Informações;Destinado (outros)
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Leandro Silveira;23911;Nº Da Autorização/Licença Sisbio: 13781, Projeto: Programa De Monitoramento De Longa Duração Da População De Onças-Pintadas E Suas Presas Naturais No Parque Nacional Da Serra Da Capivara, Parque Nacional Serra Das Confusões, Parque Nacional Das Nascentes;02/12/2007;03/12/2007 a 27/02/2008;04/03/2019;Panthera onca;Onça-pintada;Panthera onca;species;2;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Estação Ecológica De Uruçuí-Una;Brasil;PI;Bom Jesus;Espécie não Sensível;-9.074444;-44.358611;Sem Informações;Sem Informações;Destinado (outros)
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Leandro Silveira;23926;Nº Da Autorização/Licença Sisbio: 13781, Projeto: Programa De Monitoramento De Longa Duração Da População De Onças-Pintadas E Suas Presas Naturais No Parque Nacional Da Serra Da Capivara, Parque Nacional Serra Das Confusões, Parque Nacional Das Nascentes;09/11/2008;10/11/2008 a 03/12/2008;04/03/2019;Panthera onca;Onça-pintada;Panthera onca;species;53;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Da Capivara;Brasil;PI;Coronel Jose Dias;Espécie não Sensível;-8.775278;-42.537222;Sem Informações;Sem Informações;Destinado (outros)
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Edislane Barreiros De Souza;149682;Nº Da Autorização/Licença Sisbio: 25568, Projeto: Estudo Da Mutação No Gene Da Lipoproteína Lipase (Lpl) Em Puma Concolor,Panthera Onca E Felis Catus;15/01/2012;16/01/2012 a 16/01/2012;13/08/2013;Panthera onca;Onça-pintada;Panthera onca;species;2;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Zoológico Municipal De Bauru;Brasil;SP;Bauru;Espécie não Sensível;-22.314722;-49.070556;Coordenada aproximada;Sem Informações;Destinado a laboratório
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Daniel Luis Zanella Kantek;16006;Nº Da Autorização/Licença Sisbio: 22969, Projeto: Estudo De Identificação De Exemplares De Onça-Pintada (Panthera Onca), Através Do Padrão De Manchas Da Pele, Na Região Da Estação Ecológica De Taiamã/Mt, Bacia Do Alto Rio Paraguai, Pantanal Norte.;01/11/2011;02/11/2011 a 02/12/2011;28/05/2014;Panthera onca;Onça-pintada;Panthera onca;species;25;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Estação Ecológica De Taiamã;Brasil;MT;Caceres;Espécie não Sensível;-16.8425;-57.584444;Sem Informações;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Elildo Alves Ribeiro De Carvalho Junior;19746;Nº Da Autorização/Licença Sisbio: 13548, Projeto: Caça De Subsistência Na Resex Tapajós-Arapiuns;14/10/2008;15/10/2008 a 15/10/2008;30/10/2011;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Reserva Extrativista Tapajós Arapiuns;Brasil;PA;Aveiro;Espécie não Sensível;-3.291389;-55.306389;Sem Informações;Sem Informações;Depositado em coleção/museu
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Mariana Malzoni Furtado;19757;Nº Da Autorização/Licença Sisbio: 13891, Projeto: Distribuição Geográfica, Avaliação Genética E Odontológica Da Onça-Pintada No Brasil;11/05/2009;12/05/2009 a 19/05/2009;09/03/2019;Panthera onca;Onça-pintada;Panthera onca;species;11;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Unir/Ulbra/Faculdade São Lucas/Batalhao Policia Ambiental;Brasil;RO;Porto Velho;Espécie não Sensível;-8.46;-63.55;Sem Informações;Sem Informações;Será destinado posteriormente
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcelo Mazzolli;197636;Nº Da Autorização/Licença Sisbio: 30098, Projeto: Corredor Do Tigre: Flona Do Jamari E Reserva Biológica De Sooretama;11/07/2012;12/07/2012 a 29/07/2012;25/09/2012;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Reserva Biológica De Sooretama;Brasil;ES;Sem Informações;Espécie não Sensível;-19.054167;-40.146667;Coordenada de referência da área amostrada;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Elildo Alves Ribeiro De Carvalho Junior;19785;Nº Da Autorização/Licença Sisbio: 13548, Projeto: Caça De Subsistência Na Resex Tapajós-Arapiuns;14/10/2008;15/10/2008 a 15/10/2008;30/10/2011;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Reserva Extrativista Tapajós Arapiuns;Brasil;PA;Aveiro;Espécie não Sensível;-3.291389;-55.306389;Sem Informações;Sem Informações;Será destinado posteriormente
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Mariana Malzoni Furtado;19796;Nº Da Autorização/Licença Sisbio: 13891, Projeto: Distribuição Geográfica, Avaliação Genética E Odontológica Da Onça-Pintada No Brasil;14/06/2009;15/06/2009 a 15/06/2009;09/03/2019;Panthera onca;Onça-pintada;Panthera onca;species;11;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Ibama;Brasil;PA;Maraba;Espécie não Sensível;-5.365;-49.123333;Sem Informações;Sem Informações;Será destinado posteriormente
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Mariana Malzoni Furtado;19820;Nº Da Autorização/Licença Sisbio: 13891, Projeto: Distribuição Geográfica, Avaliação Genética E Odontológica Da Onça-Pintada No Brasil;31/12/2008;01/01/2009 a 03/03/2009;09/03/2019;Panthera onca;Onça-pintada;Panthera onca;species;2;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Refugio Ecologico Caiman;Brasil;MS;Miranda;Espécie não Sensível;-19.941944;-56.296389;Sem Informações;Sem Informações;Será destinado posteriormente
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Beatriz De Mello Beisiegel;198330;Nº Da Autorização/Licença Sisbio: 15707, Projeto: Inventário E Diagnóstico Da Mastofauna Em Unidades De Conservação Da Terra Do Meio, Pa;28/02/2009;01/03/2009 a 30/03/2009;27/08/2012;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Parque Nacional Da Serra Do Pardo;Brasil;PA;Sem Informações;Espécie não Sensível;-5.910199;-52.866201;Coordenada de referência da área amostrada;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Mariana Malzoni Furtado;19838;Nº Da Autorização/Licença Sisbio: 13891, Projeto: Distribuição Geográfica, Avaliação Genética E Odontológica Da Onça-Pintada No Brasil;28/06/2009;29/06/2009 a 29/06/2009;09/03/2019;Panthera onca;Onça-pintada;Panthera onca;species;2;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Ibama;Brasil;MT;Barra Do Garcas;Espécie não Sensível;-15.243611;-53.1575;Sem Informações;Sem Informações;Será destinado posteriormente
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Mariana Malzoni Furtado;19839;Nº Da Autorização/Licença Sisbio: 13891, Projeto: Distribuição Geográfica, Avaliação Genética E Odontológica Da Onça-Pintada No Brasil;11/10/2009;12/10/2009 a 12/10/2009;09/03/2019;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Universidade De Brasilia;Brasil;DF;Brasilia;Espécie não Sensível;-15.783333;-47.916667;Sem Informações;Sem Informações;Será destinado posteriormente
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Beatriz De Mello Beisiegel;198394;Nº Da Autorização/Licença Sisbio: 15707, Projeto: Inventário E Diagnóstico Da Mastofauna Em Unidades De Conservação Da Terra Do Meio, Pa;29/02/2008;01/03/2008 a 30/05/2008;27/08/2012;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Estação Ecológica Da Terra Do Meio;Brasil;PA;Sem Informações;Espécie não Sensível;-6.389444;-54.047778;Coordenada de referência da área amostrada;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Mariana Malzoni Furtado;19842;Nº Da Autorização/Licença Sisbio: 13891, Projeto: Distribuição Geográfica, Avaliação Genética E Odontológica Da Onça-Pintada No Brasil;25/04/2009;26/04/2009 a 26/04/2009;09/03/2019;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Estrada De Chapadao Do Ceu;Brasil;GO;Chapadao Do Ceu;Espécie não Sensível;-18.078611;-52.753611;Sem Informações;Sem Informações;Será destinado posteriormente
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Mariana Malzoni Furtado;19844;Nº Da Autorização/Licença Sisbio: 13891, Projeto: Distribuição Geográfica, Avaliação Genética E Odontológica Da Onça-Pintada No Brasil;31/03/2008;01/04/2008 a 01/04/2008;09/03/2019;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Refugio Ecologico Caiman;Brasil;MS;Miranda;Espécie não Sensível;-19.941944;-56.296389;Sem Informações;Sem Informações;Será destinado posteriormente
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Mariana Malzoni Furtado;19867;Nº Da Autorização/Licença Sisbio: 13891, Projeto: Distribuição Geográfica, Avaliação Genética E Odontológica Da Onça-Pintada No Brasil;15/02/2010;16/02/2010 a 16/02/2010;09/03/2019;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Fazenda Barranco Alto;Brasil;MS;Aquidauana;Espécie não Sensível;-19.571944;-56.161389;Sem Informações;Sem Informações;Será destinado posteriormente
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Mariana Malzoni Furtado;19894;Nº Da Autorização/Licença Sisbio: 13891, Projeto: Distribuição Geográfica, Avaliação Genética E Odontológica Da Onça-Pintada No Brasil;30/08/2008;31/08/2008 a 30/10/2008;09/03/2019;Panthera onca;Onça-pintada;Panthera onca;species;2;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Refugio Ecologico Caiman;Brasil;MS;Miranda;Espécie não Sensível;-19.941944;-56.296389;Sem Informações;Sem Informações;Será destinado posteriormente
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Mariana Malzoni Furtado;18037;Nº Da Autorização/Licença Sisbio: 14637, Projeto: Programa De Monitoramento De Longa Duração Da População De Onça-Pintada E Onça-Parda Na Região Do Parque Nacional Das Emas E Entorno E Corredor Araguaia;23/02/2009;24/02/2009 a 24/02/2009;09/03/2019;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Parque Nacional Das Emas;Brasil;GO;Mineiros;Espécie não Sensível;-18.566944;-52.940833;Sem Informações;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Mariana Malzoni Furtado;18038;Nº Da Autorização/Licença Sisbio: 14637, Projeto: Programa De Monitoramento De Longa Duração Da População De Onça-Pintada E Onça-Parda Na Região Do Parque Nacional Das Emas E Entorno E Corredor Araguaia;23/02/2009;24/02/2009 a 24/02/2009;09/03/2019;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Parque Nacional Das Emas;Brasil;GO;Mineiros;Espécie não Sensível;-18.566944;-52.940833;Sem Informações;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Mariana Malzoni Furtado;18039;Nº Da Autorização/Licença Sisbio: 14637, Projeto: Programa De Monitoramento De Longa Duração Da População De Onça-Pintada E Onça-Parda Na Região Do Parque Nacional Das Emas E Entorno E Corredor Araguaia;23/02/2009;24/02/2009 a 24/02/2009;09/03/2019;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Parque Nacional Das Emas;Brasil;GO;Mineiros;Espécie não Sensível;-18.566944;-52.940833;Sem Informações;Sem Informações;Depositado em coleção/museu
